userId,movieId,rating
4,708,4
4,759,3
4,800,4
4,898,5
4,902,4
4,904,4
4,908,5
4,910,5
4,930,5
4,937,3
4,1025,4
4,1046,5
4,1057,3
4,1060,2
4,1073,4
4,1080,5
4,1084,5
4,1094,3
4,1103,5
4,1179,4
4,1183,1
4,1188,5
4,1197,5
4,1198,3
4,1211,1
4,1225,4
4,1265,4
4,1279,2
4,1282,5
4,1291,4
4,1304,3
4,1466,4
4,1500,4
4,1517,4
4,1597,1
4,1641,4
4,1704,1
4,1719,4
4,1733,5
4,1734,3
4,1834,5
4,1860,2
4,1883,4
4,1885,3
4,1895,4
4,1914,4
4,1916,1
4,1923,3
4,1967,5
4,1968,4
4,2076,4
4,2078,5
4,2109,4
4,2145,3
4,2150,5
4,2174,5
4,2186,5
4,2204,5
4,2282,1
4,2324,1
4,2336,2
4,2351,4
4,2390,5
4,2395,3
4,2406,4
4,2571,1
4,2583,5
4,2599,5
4,2628,1
4,2692,5
4,2762,4
4,2770,2
4,2791,5
4,2843,5
4,2858,5
4,2874,4
4,2921,4
4,2926,5
4,2959,2
4,2973,2
4,2997,4
4,3033,4
4,3079,3
4,3160,4
4,3175,1
4,3204,4
4,3317,4
4,3365,5
5,21,4
5,36,4
5,39,3
5,50,4
5,58,5
5,232,4
5,247,5
5,253,3
5,261,4
5,266,1
5,290,5
5,296,5
5,300,3
5,316,2
5,344,3
5,349,3
5,357,2
5,364,3
5,410,3
5,457,4
5,515,3
5,527,5
5,534,3
5,589,3
5,590,5
5,594,5
5,595,5
5,597,3
5,608,3
6,2,4
6,4,3
6,5,5
6,6,4
6,7,4
6,10,3
6,15,4
6,16,4
6,17,4
6,25,3
6,26,4
6,27,3
6,31,3
6,32,4
6,34,4
6,41,4
6,45,3
6,46,4
6,47,4
6,54,4
6,60,4
6,61,4
6,62,4
6,65,3
6,66,3
6,76,4
6,79,3
6,86,5
6,87,3
6,88,2
6,93,4
6,95,4
6,100,3
6,102,1
6,104,4
6,105,3
6,110,5
6,112,4
6,140,3
6,141,4
6,146,4
6,150,4
6,151,4
6,153,3
6,160,5
6,161,3
6,163,3
6,165,3
6,174,3
6,177,3
6,179,1
6,180,2
6,181,3
6,185,3
6,191,2
6,196,3
6,201,3
6,204,3
6,205,3
6,207,4
6,208,3
6,209,3
6,210,4
6,212,4
6,217,3
6,218,2
6,219,3
6,222,4
6,225,4
6,231,3
6,234,2
6,236,4
6,239,3
6,243,3
6,250,4
6,253,3
6,256,3
6,257,5
6,258,3
6,262,5
6,265,3
6,266,3
6,270,3
6,271,4
6,273,3
6,274,4
6,277,5
6,279,3
6,282,3
6,293,3
6,296,2
6,303,3
6,304,4
6,310,3
6,312,1
6,313,3
6,314,5
6,316,5
6,317,4
6,327,1
6,329,4
6,330,3
6,336,3
6,337,5
6,339,4
6,342,3
6,343,3
6,344,3
6,347,3
6,349,5
6,351,4
6,352,3
6,354,4
6,355,4
6,356,5
6,357,3
6,359,3
6,360,3
6,367,4
6,368,5
6,374,3
6,377,5
6,378,3
6,380,4
6,381,3
6,382,3
6,383,3
6,412,3
6,415,4
6,416,3
6,419,3
6,426,3
6,432,5
6,434,4
6,435,3
6,437,3
6,440,4
6,445,3
6,450,4
6,455,3
6,457,5
6,458,3
6,460,3
6,466,2
6,468,4
6,472,3
6,474,4
6,477,4
6,485,3
6,489,3
6,494,3
6,497,3
6,500,5
6,502,3
6,505,3
6,508,4
6,509,3
6,510,3
6,515,4
6,516,4
6,520,3
6,524,3
6,527,3
6,531,3
6,532,3
6,536,3
6,539,3
6,540,3
6,542,4
6,543,3
6,548,3
6,552,3
6,553,5
6,569,4
6,575,3
6,587,5
6,589,3
6,590,5
6,595,5
6,596,3
6,597,4
6,606,3
6,608,3
6,609,4
6,616,5
6,631,4
6,640,1
6,647,4
6,662,3
6,694,3
6,697,3
6,700,4
6,709,5
6,710,3
6,711,4
6,736,5
6,747,3
6,762,1
6,765,3
6,780,5
6,795,3
6,801,3
6,818,3
6,830,5
6,838,4
6,848,4
6,852,4
6,867,3
6,881,3
6,888,3
6,891,3
6,979,3
6,981,3
6,996,4
6,1042,3
6,1049,5
6,1061,4
6,1064,4
6,1073,3
6,1082,4
6,1084,3
7,1,4.5
7,50,4.5
7,150,4.5
7,165,4
7,380,3
7,466,5
7,480,5
7,588,3
7,589,2.5
7,592,3
7,593,5
7,595,3.5
7,648,4
7,750,4
7,924,4
7,1196,4
7,1210,4
7,1219,5
7,1220,4.5
7,1246,1.5
7,1517,3.5
7,1610,4
7,1617,3
7,1682,3
7,1917,4
7,2019,5
7,2529,5
7,2671,4.5
7,2717,3.5
7,2762,4.5
7,2858,4
7,3114,4.5
8,2,4
8,10,2
8,11,4
8,21,4
8,32,3
8,34,5
8,141,3
8,150,4
8,185,5
8,186,4
8,208,3
8,231,4
8,236,3
8,252,3
8,253,5
8,282,3
8,317,3
8,318,5
8,356,3
8,364,5
8,432,1
8,454,4
8,457,3
8,480,4
8,500,2
8,539,3
8,586,3
8,587,3
8,590,5
8,597,3
9,41,3
9,187,3
9,223,4
9,371,3
9,627,3
9,923,5
9,1037,2
9,1095,4
9,1198,5
9,1674,4
9,1987,2
9,2023,3
9,2300,5
9,2901,2
9,3173,2
10,597,3.5
10,1028,0.5
10,1088,3
10,1247,3
10,1307,3
10,2571,0.5
10,2671,3.5
10,2762,0.5
10,2959,0.5
11,10,3
11,44,2
11,110,5
11,150,5
11,153,3
11,165,3
11,170,4
11,292,4
11,318,4
11,349,5
11,368,3
11,376,2
11,377,3
11,380,4
11,434,3
11,457,5
11,466,3
11,474,4
11,493,3
11,511,4
11,529,5
11,589,4
11,593,5
11,648,4
11,733,4
11,736,4
11,780,4
11,1101,5
11,1358,4
11,1370,3
11,1385,3
11,1408,5
11,1518,4
11,1573,3
11,1584,5
11,1616,3
11,1687,3
11,1693,5
11,1721,5
11,1784,5
11,1840,4
11,1882,2
11,1917,4
11,1918,4
11,1923,4
11,2002,2
11,2028,5
12,39,4
12,168,5
12,222,5
12,256,5
12,277,3
12,357,3.5
12,830,4
12,920,4.5
12,1265,3.5
12,1357,5
12,1405,3
12,1721,5
12,1876,3.5
12,2100,3.5
12,2421,3
12,2485,5
12,2717,5
13,305,1
13,1198,5
13,1619,3
13,2174,3
13,2541,2
13,2571,5
14,4,3
14,25,4
14,32,4
14,95,5
14,105,3
14,110,5
14,153,2
14,282,5
14,288,4
14,296,3
14,318,3
14,337,5
14,339,4
14,344,2
14,351,3
14,356,4
14,367,1
14,376,4
14,434,4
14,448,3
14,455,3
14,477,4
14,480,3
14,509,5
14,524,3
14,527,3
14,540,3
14,552,3
14,553,4
14,586,3
14,592,2
14,784,1
15,1,2.5
15,47,3.5
15,158,1
15,256,3
15,260,5
15,296,4
15,318,5
15,355,1
15,356,5
15,364,3
15,588,3
15,589,5
15,596,2
15,780,3.5
15,849,2
15,1196,5
15,1198,4
15,1200,5
15,1214,5
15,1240,4
15,1270,5
15,1347,3
15,1527,3
15,1653,4.5
15,2001,5
15,2011,5
15,2028,3.5
15,2085,1.5
15,2150,5
15,2278,2.5
15,2329,4.5
15,2571,4
15,2762,3
15,2858,4
15,2916,4.5
15,2959,2.5
15,3147,5
15,3156,5
16,47,3.5
16,204,2
16,260,3
16,296,3
16,318,4
16,356,3.5
16,527,4
16,541,4.5
16,593,3
16,678,4
16,745,4
16,750,4.5
16,849,4
16,858,2.5
16,904,3.5
16,912,3.5
16,913,4
16,1089,4
16,1136,4
16,1148,4
16,1186,3.5
16,1197,4
16,1198,3.5
16,1199,5
16,1201,3
16,1203,4
16,1207,4
16,1208,4
16,1213,3.5
16,1214,4
16,1219,3
16,1223,4
16,1247,4
16,1252,4.5
16,1260,4
16,1267,4
16,1276,4
16,1281,3
16,1617,3.5
16,2019,4
16,2109,3.5
16,2490,3
16,2641,3
16,2707,3.5
16,2762,3.5
16,2959,3.5
16,3000,4
16,3022,3.5
16,3108,4
16,3174,3.5
17,1,4.5
17,44,3.5
17,47,4
17,260,5
17,293,3.5
17,296,5
17,318,5
17,480,4.5
17,589,4.5
17,592,4.5
17,593,4.5
17,750,4.5
17,780,4
17,858,5
17,904,4
17,910,3.5
17,1032,4.5
17,1036,4
17,1090,4.5
17,1093,4
17,1100,3.5
17,1193,4.5
17,1197,3.5
17,1201,5
17,1206,5
17,1209,3.5
17,1210,5
17,1213,4.5
17,1221,4.5
17,1222,4.5
17,1228,4.5
17,1234,4
17,1240,5
17,1258,4
17,1263,4
17,1358,3
17,1466,3
17,1732,5
17,2005,4
17,2019,3.5
17,2194,4
17,2502,4.5
17,2571,5
17,2717,3.5
17,2762,4
17,2858,4
17,3039,4.5
18,1,3.5
18,2,3
18,34,2.5
18,47,4.5
18,50,5
18,104,2.5
18,110,4.5
18,145,3.5
18,180,4
18,208,3
18,223,4
18,235,4.5
18,260,4
18,296,4
18,318,5
18,337,4
18,344,2.5
18,364,3
18,367,2.5
18,374,2.5
18,377,2.5
18,380,2.5
18,431,4
18,435,2
18,457,3.5
18,466,2.5
18,480,3.5
18,500,3.5
18,527,4.5
18,555,4
18,586,3.5
18,588,3.5
18,590,4
18,593,4.5
18,608,4.5
18,628,3.5
18,648,3
18,653,3
18,673,3
18,745,4
18,780,4
18,784,2
18,849,3.5
18,858,4
18,908,4
18,913,4
18,923,5
18,1036,4
18,1080,4.5
18,1086,4
18,1089,4
18,1095,4
18,1193,4.5
18,1196,4
18,1198,4
18,1201,5
18,1203,5
18,1207,4.5
18,1209,5
18,1210,4.5
18,1212,4.5
18,1214,4
18,1219,4.5
18,1221,5
18,1222,4.5
18,1223,4.5
18,1234,4.5
18,1240,4
18,1245,4
18,1247,4.5
18,1270,4
18,1275,3.5
18,1276,4
18,1291,4
18,1370,3.5
18,1371,4
18,1374,4.5
18,1375,3.5
18,1391,3
18,1466,4
18,1527,3.5
18,1544,3.5
18,1580,3.5
18,1608,3
18,1617,4
18,1653,3.5
18,1682,3
18,1704,4
18,1721,4
18,1729,4
18,1732,4.5
18,1805,3.5
18,1892,4
18,1917,3
18,1918,3.5
18,1961,4
18,2001,3.5
18,2002,3.5
18,2011,3.5
18,2019,4
18,2028,4
18,2058,3.5
18,2115,4
18,2184,3
18,2194,3.5
18,2278,3.5
18,2291,4
18,2324,4.5
18,2329,4
18,2411,3
18,2412,3
18,2420,4
18,2421,3
18,2470,3
18,2490,3.5
18,2542,4.5
18,2683,2.5
18,2762,4.5
18,2959,4.5
18,2997,4
18,3052,4.5
18,3081,4
18,3147,4
18,3253,3
18,3257,3
18,3275,4.5
19,2,3
19,13,3
19,15,2
19,32,4
19,34,4
19,47,3
19,48,1
19,64,2
19,65,2
19,70,2
19,87,2
19,92,2
19,104,2
19,141,1
19,153,2
19,158,3
19,161,2
19,165,3
19,170,3
19,173,1
19,186,2
19,196,2
19,216,2
19,223,3
19,231,2
19,235,4
19,252,3
19,253,3
19,256,1
19,258,3
19,289,2
19,291,2
19,293,4
19,295,3
19,316,2
19,319,1
19,328,2
19,329,2
19,332,2
19,338,2
19,339,3
19,350,2
19,351,2
19,356,2
19,357,4
19,362,2
19,366,2
19,368,3
19,370,3
19,374,2
19,378,3
19,379,2
19,380,3
19,407,3
19,420,2
19,422,3
19,423,3
19,427,3
19,434,3
19,435,2
19,440,3
19,445,2
19,450,2
19,455,2
19,457,4
19,466,3
19,468,3
19,472,2
19,474,3
19,486,2
19,497,3
19,512,2
19,513,3
19,520,2
19,540,1
19,542,2
19,543,3
19,546,2
19,551,5
19,558,2
19,575,2
19,586,3
19,587,3
19,588,3
19,610,3
19,611,2
19,637,2
19,640,1
19,648,3
19,653,2
19,661,3
19,671,2
19,708,3
19,709,2
19,720,4
19,733,3
19,736,2
19,742,3
19,745,4
19,762,1
19,783,4
19,785,2
19,798,2
19,799,3
19,810,1
19,830,2
19,832,2
19,839,1
19,842,2
19,866,2
19,880,2
19,881,1
19,903,5
19,911,3
19,915,2
19,921,3
19,924,3
19,930,3
19,931,4
19,933,4
19,984,2
19,986,3
19,1016,3
19,1020,3
19,1028,2
19,1032,1
19,1037,1
19,1047,3
19,1057,3
19,1064,2
19,1073,4
19,1077,3
19,1079,4
19,1081,2
19,1086,4
19,1089,3
19,1092,2
19,1097,5
19,1129,3
19,1136,3
19,1148,4
19,1193,4
19,1196,4
19,1197,5
19,1198,5
19,1200,3
19,1214,4
19,1215,3
19,1219,4
19,1234,4
19,1256,4
19,1258,2
19,1259,3
19,1265,4
19,1267,3
19,1269,4
19,1270,4
19,1285,5
19,1297,4
19,1307,3
19,1324,2
19,1330,2
19,1333,3
19,1339,2
19,1342,2
19,1345,3
19,1346,2
19,1347,2
19,1356,3
19,1359,3
19,1367,1
19,1372,5
19,1373,1
19,1374,5
19,1375,3
19,1376,4
19,1377,3
19,1394,3
19,1396,3
19,1407,3
19,1409,3
19,1427,1
19,1441,3
19,1456,2
19,1457,3
19,1474,2
19,1479,3
19,1485,3
19,1499,1
19,1500,2
19,1544,1
19,1556,1
19,1566,4
19,1569,3
19,1573,4
19,1580,2
19,1584,3
19,1588,2
19,1590,1
19,1591,2
19,1593,2
19,1597,2
19,1610,3
19,1614,2
19,1617,4
19,1625,4
19,1644,2
19,1645,2
19,1648,2
19,1653,4
19,1658,5
19,1665,1
19,1676,2
19,1679,2
19,1688,3
19,1689,2
19,1690,1
19,1718,2
19,1722,3
19,1747,2
19,1805,3
19,1806,2
19,1816,1
19,1831,2
19,1834,3
19,1845,3
19,1855,2
19,1862,1
19,1881,1
19,1882,2
19,1885,2
19,1888,2
19,1891,2
19,1892,2
19,1894,2
19,1895,2
19,1906,2
19,1907,3
19,1911,2
19,1918,3
19,1920,3
19,1921,3
19,1923,4
19,1924,2
19,1963,3
19,1967,5
19,1970,3
19,1971,3
19,1972,1
19,1973,2
19,1991,2
19,1994,3
19,2000,3
19,2002,3
19,2003,3
19,2004,3
19,2005,4
19,2011,2
19,2014,2
19,2015,3
19,2026,2
19,2027,1
19,2033,3
19,2036,2
19,2037,4
19,2041,4
19,2044,3
19,2046,2
19,2052,2
19,2054,3
19,2060,3
19,2078,2
19,2081,4
19,2082,3
19,2092,2
19,2097,3
19,2100,3
19,2105,3
19,2108,3
19,2110,3
19,2111,3
19,2115,3
19,2123,3
19,2133,3
19,2134,2
19,2137,4
19,2143,3
19,2145,2
19,2148,2
19,2153,3
19,2167,3
19,2169,2
19,2171,2
19,2174,4
19,2184,3
19,2186,4
19,2193,3
19,2203,3
19,2227,3
19,2232,3
19,2243,2
19,2244,2
19,2248,3
19,2249,3
19,2253,4
19,2255,2
19,2263,2
19,2266,3
19,2267,2
19,2279,2
19,2287,3
19,2294,3
19,2302,3
19,2315,2
19,2320,3
19,2321,3
19,2328,2
19,2335,3
19,2338,1
19,2354,2
19,2359,4
19,2369,2
19,2387,3
19,2393,3
19,2396,4
19,2406,3
19,2413,3
19,2414,3
19,2416,3
19,2418,2
19,2423,4
19,2428,3
19,2450,2
19,2453,3
19,2455,2
19,2458,2
19,2465,1
19,2468,2
19,2470,3
19,2478,2
19,2485,3
19,2490,3
19,2491,4
19,2502,2
19,2518,2
19,2528,2
19,2539,2
19,2548,2
19,2550,3
19,2555,1
19,2571,4
19,2581,3
19,2606,4
19,2617,3
19,2622,3
19,2628,3
19,2640,3
19,2642,1
19,2643,1
19,2657,3
19,2668,2
19,2672,3
19,2687,2
19,2694,2
19,2699,3
19,2700,4
19,2701,1
19,2706,3
19,2709,2
19,2710,2
19,2716,4
19,2719,2
19,2720,1
19,2722,2
19,2723,5
19,2754,1
19,2788,2
19,2791,2
19,2793,2
19,2802,3
19,2804,3
19,2806,2
19,2808,2
19,2822,2
19,2836,3
19,2857,3
19,2858,4
19,2867,3
19,2870,3
19,2888,3
19,2898,2
19,2915,2
19,2916,3
19,2918,5
19,2936,4
19,2968,5
19,2985,3
19,2987,5
19,2995,2
19,3005,2
19,3016,3
19,3017,2
19,3031,2
19,3032,3
19,3033,2
19,3034,3
19,3035,4
19,3039,3
19,3040,3
19,3044,3
19,3063,2
19,3070,5
19,3072,2
19,3101,1
19,3108,4
19,3146,1
19,3175,4
19,3176,1
19,3190,1
19,3203,2
19,3225,3
19,3243,3
19,3248,2
19,3253,2
19,3254,2
19,3255,2
19,3257,2
19,3258,2
19,3269,2
19,3300,3
19,3301,2
19,3308,2
19,3358,5
20,2,3
20,13,4
20,34,4
20,107,3.5
20,317,3.5
20,362,4
20,364,5
20,531,4.5
20,551,5
20,588,5
20,594,5
20,661,5
20,709,3
20,720,5
20,837,4
20,899,4
20,914,4.5
20,986,3.5
20,1010,3
20,1012,4
20,1013,4
20,1015,3.5
20,1022,4.5
20,1028,4.5
20,1029,4.5
20,1030,3
20,1031,3
20,1032,3.5
20,1035,4.5
20,1097,5
20,1148,5
20,1282,4.5
20,1333,3.5
20,1367,3
20,1380,5
20,1489,4
20,1566,4.5
20,1688,4.5
20,1722,3
20,1848,3
20,1876,2
20,1907,5
20,1919,3.5
20,2005,5
20,2006,2
20,2018,4
20,2059,3.5
20,2078,4.5
20,2080,4
20,2083,5
20,2085,4
20,2087,4.5
20,2090,3
20,2092,3
20,2096,4
20,2100,3.5
20,2116,2.5
20,2137,4.5
20,2141,4.5
20,2161,4.5
20,2300,5
20,2355,4
20,2565,3.5
20,2617,2.5
20,2657,5
20,2701,1
20,2746,4.5
20,2761,4.5
20,2770,2.5
20,2941,4
20,2987,5
20,3034,5
20,3114,5
20,3300,3
21,2,3.5
21,19,2.5
21,38,2.5
21,44,1
21,48,3
21,145,3
21,165,3.5
21,170,2
21,260,4.5
21,293,3
21,296,3.5
21,355,4
21,356,4.5
21,364,4
21,367,3
21,480,4
21,541,3.5
21,586,2.5
21,589,3.5
21,592,3.5
21,597,4
21,648,4.5
21,719,3.5
21,733,3.5
21,743,4
21,745,3
21,780,3.5
21,902,3
21,1148,3
21,1196,4.5
21,1198,4
21,1214,1.5
21,1221,2.5
21,1240,3.5
21,1270,5
21,1291,4
21,1370,3.5
21,1391,0.5
21,1527,2.5
21,1544,4.5
21,1573,2.5
21,1580,4.5
21,1704,3.5
21,1721,3.5
21,2000,3.5
21,2002,3.5
21,2006,2.5
21,2011,5
21,2012,5
21,2023,2.5
21,2087,2
21,2115,4
21,2167,3.5
21,2174,1
21,2273,3.5
21,2355,3
21,2378,2.5
21,2424,4
21,2529,4
21,2571,4
21,2617,3.5
21,2628,4
21,2671,4
21,2683,2.5
21,2706,5
21,2716,3.5
21,2717,4
21,2724,3
21,2947,4.5
21,2948,4.5
21,2959,2
21,2985,3.5
21,2989,4.5
21,2990,4.5
21,2991,4.5
21,3022,4
21,3082,5
21,3114,3.5
22,107,4.5
22,253,4
22,318,5
22,356,5
22,1193,5
22,1223,4
22,1952,5
22,2058,0.5
22,2300,4
22,2541,3.5
22,2723,2
22,2959,3.5
22,2968,3
22,3210,3.5
23,6,4
23,29,4
23,50,4
23,58,3
23,175,3
23,272,4
23,293,4
23,296,3.5
23,300,3
23,334,4
23,454,2.5
23,541,5
23,608,3.5
23,750,3
23,858,3.5
23,866,3
23,913,4
23,923,4
23,924,4
23,1036,3
23,1050,3.5
23,1080,3.5
23,1089,4
23,1175,4
23,1199,4
23,1200,3
23,1203,3
23,1208,4
23,1212,5
23,1214,4
23,1217,3.5
23,1222,5
23,1232,5
23,1237,4
23,1243,3.5
23,1245,3.5
23,1248,3
23,1249,3.5
23,1258,5
23,1266,4
23,1284,5
23,1464,4
23,1617,3.5
23,1711,4
23,1748,3.5
23,1859,3.5
23,1884,3
23,1952,3
23,1960,3
23,2019,3
23,2194,3
23,2467,4
23,2542,3
23,2579,4
23,2686,4
23,2726,4
23,2730,2
23,2912,3.5
23,2951,3
23,3000,3.5
23,3030,3
23,3108,3.5
23,3181,3.5
23,3265,4.5
24,6,4.5
24,50,4
24,165,3.5
24,296,4
24,318,4.5
24,356,4.5
24,552,3.5
24,593,4.5
24,608,4
24,780,3.5
24,1047,2
24,1265,4.5
24,1297,3
24,1370,3.5
24,1396,4
24,1580,4
24,1639,3
24,1653,3
24,1663,3.5
24,1682,3.5
24,1704,4
24,1784,4
24,2115,4
24,2134,3
24,2273,3.5
24,2405,2.5
24,2421,3.5
24,2424,4
24,2571,4
24,2686,4
24,2916,3.5
24,3147,4.5
25,1198,5
25,2028,5
26,34,3
26,150,3
26,153,3
26,165,4
26,185,3
26,208,2
26,225,3
26,288,3
26,296,4
26,344,3
26,349,3
26,356,3
26,380,3
26,434,2
26,454,4
26,457,4
26,593,4
27,1,3
27,2,4
27,34,5
27,48,4
27,60,3
27,62,5
27,126,2
27,238,3
27,260,4
27,316,4
27,356,5
27,364,4
27,367,4
27,421,3
27,455,3
27,480,4
27,590,4
27,595,4
27,661,3
27,673,2
27,736,3
27,745,5
27,801,2
27,808,4
27,902,4
27,913,4
27,920,4
27,924,2
27,986,4
27,1010,2
27,1015,4
27,1035,5
27,1101,4
27,1196,4
27,1198,5
27,1201,4
27,1207,5
27,1210,4
27,1222,1
27,1276,4
27,1304,3
27,1356,3
27,1387,2
27,1396,3
27,1474,3
27,1566,2
27,1588,2
27,1592,3
27,1721,5
27,1876,4
27,1907,4
27,1947,5
27,2032,2
27,2040,2
27,2046,4
27,2054,4
27,2080,4
27,2085,3
27,2100,4
27,2115,4
27,2142,3
27,2150,5
27,2151,5
27,2161,4
27,2174,2
27,2294,2
27,2311,2
27,2355,3
27,2406,4
27,2407,4
27,2478,5
27,2532,3
27,2628,5
27,2640,4
27,2687,4
27,2876,2
27,2886,2
27,2944,4
27,2951,4
27,2985,1
27,3033,2
27,3037,4
27,3062,4
27,3104,4
27,3114,4
27,3157,3
27,3168,2
27,3350,4
28,6,3.5
28,16,2.5
28,21,3
28,23,1.5
28,32,3.5
28,47,3
28,50,3.5
28,62,3.5
28,95,2
28,110,3.5
28,145,1.5
28,147,2.5
28,161,3
28,172,3
28,211,3
28,224,3
28,253,3
28,260,4
28,290,3
28,293,4.5
28,296,4.5
28,300,2
28,316,4
28,318,3.5
28,345,4
28,349,3
28,353,3
28,356,4
28,377,1.5
28,428,2.5
28,480,2.5
28,481,3
28,507,4
28,524,3.5
28,527,3
28,529,3.5
28,541,4
28,555,3
28,589,4.5
28,590,4
28,592,2.5
28,599,3
28,608,3
28,635,3
28,678,3.5
28,733,1
28,736,2.5
28,778,3.5
28,898,3
28,899,2
28,924,3
28,1036,2
28,1042,2.5
28,1080,3.5
28,1089,3
28,1092,2.5
28,1095,3
28,1101,3
28,1129,2.5
28,1136,3.5
28,1196,4
28,1197,2.5
28,1198,2.5
28,1199,2
28,1206,2.5
28,1208,3
28,1209,3
28,1210,4
28,1213,4
28,1214,3.5
28,1221,4
28,1230,2
28,1233,3.5
28,1245,3.5
28,1249,4
28,1256,4
28,1266,4.5
28,1271,2
28,1356,3.5
28,1371,4
28,1374,2.5
28,1466,3
28,1480,3
28,1517,2.5
28,1527,4.5
28,1580,3
28,1584,3.5
28,1587,2.5
28,1590,3
28,1608,2
28,1617,3
28,1625,2
28,1641,2.5
28,1645,2.5
28,1653,3.5
28,1682,1.5
28,1729,2.5
28,1732,4
28,1748,3.5
28,1785,3.5
28,1884,2.5
28,1921,4
28,1953,4
28,1994,2.5
28,2000,2
28,2012,2.5
28,2021,5
28,2060,1.5
28,2193,3.5
28,2194,3.5
28,2231,2.5
28,2232,2
28,2272,2.5
28,2353,2.5
28,2358,4
28,2403,2
28,2412,2
28,2427,3.5
28,2539,1.5
28,2542,3
28,2571,4
28,2580,3.5
28,2628,4
28,2683,2.5
28,2686,3
28,2701,1.5
28,2706,3
28,2716,1.5
28,2763,2
28,2841,2.5
28,2858,4
28,2912,2.5
28,2916,3
28,2952,2.5
28,2959,3.5
28,2968,4
28,3006,2.5
28,3052,3
28,3105,2.5
28,3147,2.5
28,3156,2.5
28,3169,2.5
28,3175,1.5
28,3176,3
28,3178,2.5
28,3198,3
28,3246,2.5
28,3250,4
28,3252,3
28,3256,2.5
28,3271,3
28,3272,4
28,3275,3.5
28,3300,4
28,3317,2.5
28,3328,4
28,3360,4
29,170,3
29,296,3.5
29,316,4
29,318,4.5
29,750,4.5
29,780,4
29,858,4.5
29,904,4.5
29,914,4
29,924,5
29,953,5
29,1100,3.5
29,1136,4
29,1198,4.5
29,1201,5
29,1204,4.5
29,1208,4
29,1209,4.5
29,1213,4
29,1222,4
29,1224,4
29,1242,4
29,1250,5
29,1262,4.5
29,1270,4
29,1303,4.5
29,1385,2
29,1617,5
29,1772,1.5
29,1792,3
29,1945,4.5
29,2028,5
29,2420,3
29,2761,3.5
29,2872,4.5
29,2951,4.5
30,110,5
30,318,5
30,589,3.5
30,1196,5
30,1198,5
30,1210,5
30,1240,3.5
30,1291,5
30,2571,5
31,1,5
31,5,3
31,7,4
31,62,4
31,165,4
31,339,4
31,344,3
31,377,5
31,588,5
31,605,4
31,733,5
31,780,4
31,783,4
31,784,5
31,852,4
31,912,5
31,1036,5
31,1057,5
31,1073,4
31,1099,2
31,1197,5
31,1200,3
31,1214,4
31,1240,4
